,x0,x1,x2,k0,k1,k2
78,42,57,16,0.8945251085976424,0.06789290527201244,0.03758198613034512
79,44,69,30,0.9448277190775719,0.039466983624908074,0.015705297297519988
80,62,90,42,0.8930776153179987,0.08958021686208313,0.017342167819918184
81,72,112,50,0.46472675966740695,0.49866147715590453,0.03661176317668852
82,85,128,59,0.1308694529256358,0.8479256874105223,0.021204859663841943
83,88,130,66,0.12061944960528573,0.8564385490669397,0.02294200132777457
84,87,129,66,0.13142483970544486,0.844278674243123,0.024296486051432146
85,85,126,68,0.1675917112071048,0.8027311353542572,0.029677153438637905
86,86,122,74,0.2040268787020655,0.7575822525971133,0.038390868700821056
87,87,119,78,0.22876356066422765,0.7258913599241866,0.04534507941158571
88,83,115,74,0.2753722187153589,0.678458926875313,0.046168854409328074
89,75,112,58,0.3935437302042311,0.5670480656424185,0.03940820415335028
90,72,113,43,0.4897302855993987,0.47566251715886915,0.034607197241732134
91,74,114,44,0.44115065438844414,0.5246064225939646,0.03424292301759115
92,75,117,45,0.3751821086413032,0.5918134356762006,0.033004455682496124
93,79,115,51,0.3266135126099748,0.6403610278344877,0.0330254595555375
94,70,110,50,0.5186838454087718,0.4442071256296844,0.03710902896154381
95,72,113,57,0.417443913259,0.5431504528879115,0.03940563385308846
96,80,111,51,0.37382512821994857,0.5906895217877621,0.0354853499922892
97,72,106,46,0.5877005045481917,0.377227868924882,0.03507162652692626
98,59,99,29,0.8760776790122571,0.10575166636802157,0.018170654619721203
99,53,95,21,0.9157032306254741,0.06892995556127923,0.015366813813246649
100,62,102,31,0.8243359202280497,0.15305884747917853,0.02260523229277175
101,72,113,47,0.46594477604618173,0.4985786745454351,0.035476549408383254
102,82,122,59,0.20224157139999854,0.7694694254822696,0.028289003117731814
103,110,146,72,0.07024365574331151,0.9070105111789636,0.022745833077724938
104,130,166,76,0.12279734724247894,0.8208612341514487,0.05634141860607234
105,140,178,69,0.1433491092504547,0.7827557476041056,0.07389514314543964
106,147,179,68,0.15262475072253034,0.7627119557691954,0.08466329350827434
107,143,181,62,0.146781958737156,0.7754827552952147,0.07773528596762931
108,136,178,68,0.13780629621195015,0.7942332269653339,0.06796047682271589
109,134,169,67,0.11878007227218194,0.8248862081402433,0.05633371958757486
110,122,143,66,0.06123030974784006,0.9156631991216984,0.023106491130461496
111,99,119,56,0.09383017616659675,0.888188053082256,0.01798177075114719
112,74,93,38,0.8217310893771882,0.15399640685431415,0.024272503768497638
113,53,81,23,0.9839555810380501,0.01227415076860224,0.003770268193347576
114,48,86,13,0.9306120224363095,0.05303011258808466,0.016357864975605818
115,50,91,23,0.9380025477375107,0.049727681006142437,0.012269771256346785
116,65,98,41,0.8079221649735636,0.16770349126852702,0.02437434375790925
117,70,108,51,0.542754553624584,0.4196221618173822,0.03762328455803376
118,79,109,59,0.38568304989588026,0.5734955111555329,0.0408214389485869
119,86,109,65,0.3044984367426072,0.6521893149191492,0.04331224833824355
120,93,105,67,0.29288407812242345,0.6570750196937171,0.050040902183859544
121,93,99,71,0.35341022584377346,0.5831235523900907,0.06346622176613598
122,89,91,69,0.46485226442641747,0.46444796800382776,0.07069976756975484
123,82,87,64,0.5858202527942474,0.3516451536688599,0.06253459353689259
124,74,75,57,0.7707010701648331,0.17925870027718113,0.05004022955798579
125,66,59,41,0.8975021883626174,0.06926381583412629,0.03323399580325624
126,70,53,35,0.8737033176068975,0.07910008508194705,0.04719659731115547
127,69,46,38,0.8259051394771284,0.10254714799226392,0.07154771253060761
128,60,83,57,0.8064081927726613,0.15702179473974698,0.03657001248759173
129,63,86,58,0.7728835793232817,0.1879847945578374,0.03913162611888095
130,62,82,55,0.8237187850296392,0.14254814410711666,0.03373307086324408
131,59,85,48,0.8799864180910983,0.09794048888101194,0.02207309302788974
132,58,83,44,0.9204019543528262,0.06397194655471239,0.01562609909246134
133,48,79,38,0.9446121484664821,0.04265446718205158,0.012733384351466502
134,50,80,28,0.9763843327276804,0.018069317949565674,0.005546349322753921
135,44,82,25,0.949083130294825,0.03886406677992974,0.012052802925245144
136,50,81,22,0.9733496377022824,0.020275933948987013,0.00637442834873062
137,49,85,23,0.9614062069553485,0.030018121798293426,0.008575671246358257
138,51,87,23,0.9609172612093188,0.030800408003944783,0.008282330786736406
139,54,84,20,0.9747693714728749,0.019530636701018345,0.005699991826106698
140,48,75,20,0.9660540335689597,0.024790259324070574,0.009155707106969778
141,45,67,18,0.9395718092890426,0.04173650916349912,0.01869168154745837
142,41,56,17,0.8894720286535744,0.07085432132519409,0.0396736500212314
143,47,69,30,0.9563739390645648,0.03126565830799408,0.012360402627441256
144,62,90,42,0.8930776153179987,0.08958021686208313,0.017342167819918184
145,72,112,50,0.46472675966740695,0.49866147715590453,0.03661176317668852
146,85,128,56,0.12519452716601076,0.8552103304482283,0.01959514238576099
147,87,129,65,0.12790916983072828,0.8487244268401241,0.023366403329147634
148,86,128,65,0.1397793922200923,0.8354221780562798,0.02479842972362786
149,86,126,73,0.17780292927728078,0.7879578898854076,0.034239180837311645
150,86,123,72,0.19148723409247712,0.7731788409411531,0.03533392496636976
151,86,118,77,0.23869157886882647,0.7158481216075557,0.045460299523617895
152,85,112,69,0.2816687173577066,0.6747351596297616,0.04359612301253184
153,73,106,51,0.5402452136539964,0.4218645631223924,0.03789022322361124
154,70,111,41,0.5607529796854429,0.40514086433618035,0.03410615597837669
155,74,114,43,0.4469668178533319,0.5189008630919685,0.034132319054699635
156,74,115,45,0.4194485907753178,0.5464474867126665,0.03410392251201559
157,75,114,47,0.4114379245065646,0.5541358991876388,0.03442617630579661
158,67,107,45,0.6312026760821648,0.334858203292798,0.03393912062503711
159,72,113,57,0.417443913259,0.5431504528879115,0.03940563385308846
160,81,111,51,0.3609066213106358,0.6038982581174385,0.03519512057192583
161,69,108,45,0.595130562491228,0.37030574782541503,0.034563689683356935
162,61,98,28,0.8855298199245211,0.0975090187411814,0.016961161334297578
163,54,96,22,0.9100997689268713,0.07410978123662022,0.015790449836508458
164,62,102,31,0.8243359202280497,0.15305884747917853,0.02260523229277175
165,73,112,49,0.4580149607819128,0.5059193770724117,0.03606566214567548
166,84,125,59,0.15882590114033773,0.8169977905183315,0.02417630834133083
167,111,148,71,0.06849512689326798,0.9088948516450426,0.022610021461689278
168,131,166,74,0.12034708873948613,0.8240542928070826,0.055598618453431226
169,140,178,69,0.1433491092504547,0.7827557476041056,0.07389514314543964
170,145,179,67,0.14936014319246146,0.7695872210658338,0.08105263574170479
171,140,179,62,0.13973636880533363,0.7887566218400799,0.07150700935458647
172,136,178,68,0.13780629621195015,0.7942332269653339,0.06796047682271589
173,134,169,67,0.11878007227218194,0.8248862081402433,0.05633371958757486
174,124,145,68,0.07160163575504902,0.9001246369059177,0.028273727339033224
175,101,121,58,0.07611822331011066,0.907953322881285,0.015928453808604245
176,75,96,40,0.7584268162242565,0.21264421523963364,0.028928968536109913
177,52,82,22,0.9780348528627085,0.016845066858576035,0.005120080278715444
178,45,82,12,0.9272731256317365,0.05412961522579117,0.01859725914247236
179,50,91,23,0.9380025477375107,0.049727681006142437,0.012269771256346785
180,63,98,42,0.8107742286753487,0.16468352474386416,0.02454224658078722
181,68,106,49,0.6076366469958782,0.3563446820052255,0.03601867099889628
182,80,109,61,0.3691170964404737,0.5890309684738926,0.04185193508563377
183,87,105,63,0.3457029650606957,0.6078007221753188,0.046496312763985595
184,93,103,68,0.314459979227728,0.6314033145050502,0.054136706267221855
185,94,101,70,0.32747599512586006,0.6129186095236696,0.05960539535047025
186,91,91,65,0.4649731237624163,0.46664185642345846,0.06838501981412529
187,83,88,65,0.5621907569245963,0.3738691972190687,0.06394004585633502
188,74,73,55,0.7920168094985683,0.1600637750604895,0.047919415440942074
189,67,58,41,0.8898513272199139,0.07368710757780655,0.036461565202279576
190,66,49,31,0.8696284235774581,0.07846801022385295,0.051903566198689084
191,68,45,37,0.825599535103347,0.10175111700553403,0.0726493478911189
192,60,85,56,0.8064007901483043,0.15867769352205421,0.03492151632964151
193,65,88,60,0.7330207780374445,0.2238520885122142,0.04312713345034126
194,60,83,55,0.8247267017782962,0.142121778508635,0.03315151971306876
195,58,84,45,0.9092666182847742,0.07338263106974754,0.0173507506454784
196,56,84,46,0.9017438883689395,0.07927836211528148,0.018977749515779005
197,48,80,39,0.9389135590918302,0.047352866665964534,0.013733574242205204
198,49,78,32,0.9683859775184079,0.024044296741193,0.00756972574039902
199,42,82,22,0.9380588438245109,0.046897080590084766,0.01504407558540439
200,52,82,22,0.9780348528627085,0.016845066858576035,0.005120080278715444
201,49,85,23,0.9614062069553485,0.030018121798293426,0.008575671246358257
202,48,87,24,0.9512218770235472,0.03833432088199159,0.010443802094461378
203,53,83,21,0.9770084626103874,0.017715353397886553,0.005276183991726065
204,49,76,23,0.9741723434848862,0.019108354865177413,0.006719301649936428
205,47,66,20,0.9472518982093501,0.036360126780036466,0.01638797501061339
206,42,57,18,0.8979030767397597,0.06599929746033938,0.036097625799900994
207,47,70,28,0.9604424618552534,0.028430595946045082,0.011126942198701542
208,59,88,40,0.9248175887587267,0.06191403731172047,0.013268373929552905
209,72,112,50,0.46472675966740695,0.49866147715590453,0.03661176317668852
210,85,128,57,0.1268566048278926,0.8530615089628453,0.020081886209262257
211,87,129,65,0.12790916983072828,0.8487244268401241,0.023366403329147634
212,85,126,66,0.1613257803065234,0.8108616188813589,0.027812600812117783
213,87,125,74,0.18048705708950225,0.7840330348989806,0.03547990801151716
214,86,123,72,0.19148723409247712,0.7731788409411531,0.03533392496636976
215,85,117,76,0.2497353932759971,0.7046201894205243,0.04564441730347853
216,85,111,64,0.2908101592256033,0.6686855736727717,0.04050426710162496
217,77,107,53,0.46461893791421405,0.4964064722107581,0.03897458987502789
218,68,109,39,0.6297912441237781,0.33757258138010715,0.032636174496114743
219,75,113,40,0.46879968722047827,0.4972455533011114,0.0339547594784103
220,74,114,44,0.44115065438844414,0.5246064225939646,0.03424292301759115
221,73,112,45,0.48142316239709826,0.4836219577200662,0.03495487988283559
222,71,111,48,0.5039828696672186,0.4598611008917378,0.03615602944104365
223,71,115,56,0.40634623998280317,0.5551198737362583,0.038533886280938616
224,80,108,50,0.42694506836372814,0.5359355554921644,0.037119376144107374
225,67,107,44,0.6384341822598883,0.328134257514876,0.033431560225235586
226,61,98,29,0.883548373176774,0.0993630987002097,0.017088528123016183
227,56,96,23,0.9124817199493214,0.07255515254680661,0.014963127503871894
228,62,104,32,0.7924258046290062,0.1824292754222567,0.025144919948737073
229,73,112,49,0.4580149607819128,0.5059193770724117,0.03606566214567548
230,84,125,57,0.15571081354166455,0.8211917308325929,0.023097455625742398
231,111,148,70,0.06501034285482367,0.9136407320313377,0.021348925113838655
232,133,169,73,0.12569286611443287,0.8146882129061487,0.05961892097941855
233,140,178,67,0.14160447462895043,0.7855946548771454,0.07280087049390421
234,141,178,65,0.14131351349056115,0.7854277211287634,0.0732587653806755
235,139,179,64,0.13974451015824094,0.7893551307426653,0.0709003590990938
236,137,179,67,0.13972389620521533,0.7906202943746692,0.06965580942011555
237,135,170,66,0.12078153831652245,0.8212546729487581,0.057963788734719454
238,125,147,64,0.06519057084076009,0.9088875338423541,0.025921895316885678
239,105,126,59,0.04351716641085906,0.9459982540182884,0.010484579570852465
240,73,94,37,0.8262878018963955,0.15041631937976685,0.023295878723837555
241,52,82,22,0.9780348528627085,0.016845066858576035,0.005120080278715444
242,45,82,12,0.9272731256317365,0.05412961522579117,0.01859725914247236
243,51,92,22,0.9338312859335898,0.05330704251523966,0.012861671551170586
244,64,99,43,0.7855259907603606,0.18792796857419652,0.02654604066544282
245,69,107,50,0.5752859932794501,0.387783183337784,0.03693082338276588
246,81,110,62,0.343868534524415,0.6147465493667948,0.04138491610879011
247,86,104,62,0.3700894740593413,0.5829940748144495,0.046916451126209215
248,94,101,67,0.3295218683967765,0.6137390965975484,0.056739035005675
249,92,100,63,0.36280201178343247,0.582967102545151,0.05423088567141645
250,91,91,65,0.4649731237624163,0.46664185642345846,0.06838501981412529
251,83,87,64,0.5771996904975369,0.3592015572819477,0.06359875222051536
252,73,70,53,0.8170472774537437,0.1373619726903711,0.04559074985588507
253,70,58,42,0.8744744946373851,0.08379760312516396,0.04172790223745089
254,64,47,31,0.8613042192699262,0.0823026874257461,0.056393093304327874
255,66,46,35,0.8428169234662131,0.09274705960337593,0.06443601693041104
256,60,85,56,0.8064007901483043,0.15867769352205421,0.03492151632964151
257,66,89,61,0.7117899534686083,0.24315572102308036,0.04505432550831122
258,61,86,57,0.7891074311755898,0.17402311179378854,0.036869457030621625
259,59,85,46,0.8965192658186654,0.08433816029535628,0.01914257388597844
260,49,84,44,0.9053873406515763,0.07535099037646012,0.019261668971963554
261,51,84,39,0.9386794781529028,0.04876620422579924,0.012554317621297927
262,49,78,32,0.9683859775184079,0.024044296741193,0.00756972574039902
263,42,82,22,0.9380588438245109,0.046897080590084766,0.01504407558540439
264,52,80,21,0.9795978929474527,0.015436182840418367,0.004965924212128784
265,50,86,24,0.9622941623448991,0.029576970967524523,0.008128866687576479
266,48,87,24,0.9512218770235472,0.03833432088199159,0.010443802094461378
267,52,82,22,0.9780348528627085,0.016845066858576035,0.005120080278715444
268,48,75,24,0.9708275042808144,0.02147751179103445,0.007694983928150926
269,47,66,20,0.9472518982093501,0.036360126780036466,0.01638797501061339
270,43,57,21,0.9045721277756015,0.062041554736568104,0.033386317487830414
271,46,69,25,0.9554531971467813,0.03162157021525842,0.012925232637960119
272,57,89,39,0.9251890279543292,0.061636613288190784,0.01317435875747998
273,73,113,51,0.4322254510169083,0.531308306018843,0.03646624296424874
274,84,127,58,0.14358329651610574,0.834178754815511,0.022237948668383346
275,87,129,65,0.12790916983072828,0.8487244268401241,0.023366403329147634
276,85,126,68,0.1675917112071048,0.8027311353542572,0.029677153438637905
277,86,124,75,0.19543978724658045,0.7665861487233652,0.03797406403005423
278,86,123,72,0.19148723409247712,0.7731788409411531,0.03533392496636976
279,85,118,75,0.24026104072812876,0.7161718811714095,0.04356707810046178
280,84,110,62,0.3135016389857577,0.6460079035499151,0.04049045746432722
281,77,108,51,0.4601403146249486,0.5022324517300247,0.03762723364502664
282,70,109,42,0.5883733024131234,0.37779012660682526,0.033836570980051564
283,73,111,38,0.5435845274956798,0.4225749450310222,0.03384052747329804
284,73,113,43,0.4768849353604108,0.48864540035278414,0.03446966428680505
285,73,113,43,0.4768849353604108,0.48864540035278414,0.03446966428680505
286,75,114,49,0.40152284771324226,0.5636164899312412,0.034860662355516506
287,72,113,55,0.42563364280117794,0.535950072305785,0.03841628489303709
288,80,108,50,0.42694506836372814,0.5359355554921644,0.037119376144107374
289,67,107,44,0.6384341822598883,0.328134257514876,0.033431560225235586
290,61,97,33,0.8824758028704937,0.10046356944395565,0.01706062768555074
291,58,96,21,0.9104740083007065,0.07418745094572664,0.015338540753567114
292,62,103,33,0.802638808859568,0.17307423190467505,0.024286959235756977
293,74,113,46,0.44607376655056524,0.5191127195595,0.03481351388993471
294,85,124,57,0.15382185380581556,0.8232598339676264,0.02291831222655799
295,111,148,68,0.05823827606991728,0.9228294316360082,0.01893229229407456
296,135,171,73,0.13118317491968098,0.80495351035259,0.06386331472772912
297,140,178,65,0.14003899151340918,0.7881446897731257,0.07181631871346508
298,140,178,65,0.14003899151340918,0.7881446897731257,0.07181631871346508
299,138,178,63,0.1361101837619781,0.7957576127760151,0.06813220346200691
300,135,177,65,0.13218825500362472,0.8037249686596905,0.06408677633668475
301,136,171,67,0.12498659104026331,0.8141276824511724,0.0608857265085643
302,126,151,60,0.06449864139361222,0.9094860797581021,0.026015278848285608
303,108,131,59,0.026716713619572063,0.9661801916429529,0.007103094737474999
304,71,95,37,0.8318947078920775,0.14581251541189147,0.02229277669603097
305,52,84,21,0.9716185466387858,0.021961395325876314,0.0064200580353377355
306,48,85,15,0.9407337326827855,0.045271514761226664,0.013994752555987866
307,54,95,27,0.9187994449324751,0.0672626167856288,0.013937938281896092
308,65,103,46,0.7008121306503085,0.2670883330198316,0.03209953632985991
309,70,108,51,0.542754553624584,0.4196221618173822,0.03762328455803376
310,81,109,61,0.35856054848230984,0.599819508695179,0.04161994282251109
311,84,105,62,0.37701212343681956,0.5772110121822075,0.0457768643809728
312,95,101,67,0.3223566719206534,0.6205432323609277,0.057100095718418994
313,91,96,64,0.41579519187186204,0.5238017736148936,0.06040303451324444
314,89,88,67,0.5001614205044885,0.4272921350883014,0.07254644440721017
315,81,83,62,0.6388982781646848,0.299214966879787,0.06188675495552821
316,75,69,53,0.8049473133389395,0.14520861184007045,0.04984407482099
317,69,56,40,0.877406246977992,0.0801150379098712,0.042478715112136814
318,67,48,33,0.8570202762236999,0.08539831299962819,0.05758141077667184
319,68,48,37,0.8446931165908836,0.09341064877434077,0.06189623463477558
320,60,83,55,0.8247267017782962,0.142121778508635,0.03315151971306876
321,63,88,59,0.7512521662460855,0.20795539748666728,0.040792436267247205
322,61,87,58,0.7741230991308756,0.18732312520859418,0.038553775660530316
323,60,86,49,0.8648781066810699,0.11108951349669838,0.02403237982223174
324,50,86,48,0.8730470027370216,0.10255043880254477,0.024402558460433467
325,53,84,40,0.9380856098860959,0.04945091344962092,0.012463476664283005
326,51,81,29,0.977428687254864,0.017419107414341304,0.005152205330794646
327,42,81,24,0.9411523348007242,0.04448888455885331,0.014358780640422493
328,52,80,22,0.9811963182022566,0.014256797604495348,0.004546884193247888
329,51,85,24,0.9690996770920001,0.02414962958511059,0.006750693322889264
330,49,85,23,0.9614062069553485,0.030018121798293426,0.008575671246358257
331,52,81,23,0.981067126684464,0.014467243117758924,0.004465630197776824
332,47,73,25,0.965744500909374,0.024944173111165178,0.009311325979460827
333,47,64,20,0.9412386057604178,0.039961220062487285,0.018800174177094925
334,42,56,21,0.897511904934661,0.06620755670857205,0.036280538356767034
335,47,70,26,0.9612563162832439,0.027744044794657374,0.010999638922098548
336,59,92,39,0.9032497070786409,0.08116118413793927,0.015589108783419835
337,75,113,52,0.4028381957551309,0.5609603646787186,0.03620143956615056
338,84,126,62,0.15836189969939482,0.8162028303391654,0.02543526996143961
339,87,129,65,0.12790916983072828,0.8487244268401241,0.023366403329147634
340,85,126,68,0.1675917112071048,0.8027311353542572,0.029677153438637905
341,87,124,73,0.18246164446899016,0.7824745328282645,0.035063822702745356
342,85,121,73,0.21417236765241357,0.7471560555505814,0.03867157679700513
343,84,117,74,0.2523914448889851,0.7037553959539742,0.04385315915704066
344,81,111,61,0.3331021094446921,0.6270723933899498,0.03982549716535807
345,72,106,46,0.5877005045481917,0.377227868924882,0.03507162652692626
346,69,108,41,0.6231755197234116,0.34385888052522884,0.032965599751359646
347,73,111,38,0.5435845274956798,0.4225749450310222,0.03384052747329804
348,75,112,42,0.4736640661726282,0.4920999032643307,0.03423603056304118
349,75,112,43,0.46741001728013026,0.49823228189258734,0.03435770082728251
350,72,111,44,0.5171535561145639,0.44800661316660984,0.03483983071882626
351,74,113,56,0.3986692566116798,0.5631158601525326,0.03821488323578766
352,81,110,52,0.3724837748331076,0.5912314953840878,0.036284729782804566
353,67,106,41,0.6759393537572296,0.29261526354209433,0.03144538270067607
354,62,98,34,0.8638460536235075,0.11726918125886886,0.018884765117623586
355,58,96,21,0.9104740083007065,0.07418745094572664,0.015338540753567114
356,61,104,33,0.7928344985190132,0.1819204704195118,0.025245031061475
357,75,115,45,0.40607172176217765,0.5601611787551936,0.033767099482628835
358,86,125,58,0.13899973630070242,0.8392787342727525,0.021721529426545035
359,112,150,67,0.05831337090045107,0.9223396695048798,0.01934695959466924
360,138,173,73,0.13780783475685213,0.7926330582718951,0.0695591069712527
361,140,178,65,0.14003899151340918,0.7881446897731257,0.07181631871346508
362,139,179,65,0.14045325267772696,0.7882006234728244,0.07134612384944863
363,137,177,62,0.13240224524165306,0.8022291551055244,0.06536859965282266
364,136,176,64,0.13077780045387188,0.8053108217698508,0.0639113777762773
365,136,172,66,0.12560264752002656,0.8132201047795099,0.06117724770046361
366,126,155,62,0.07389328815419532,0.8958387379081985,0.030267973937606385
367,108,135,58,0.01795392965956317,0.9771777280966392,0.004868342243797753
368,74,100,39,0.7173568724448802,0.2526268701130068,0.03001625744211291
369,53,85,20,0.9693004109602078,0.023864031775655326,0.00683555726413687
370,48,85,16,0.9438469800201893,0.04298942463164837,0.01316359534816229
371,56,97,31,0.894780401203185,0.08879735863983897,0.016422240156976017
372,64,102,45,0.7297254081947088,0.2398032469168395,0.030471344888451705
373,71,109,52,0.5103291204350245,0.45157919370377914,0.0380916858611963
374,80,108,60,0.3850332524851972,0.5729426908950775,0.04202405661972534
375,85,106,63,0.3521869802899432,0.6024170339269835,0.04539598578307318
376,96,102,68,0.3044691202235149,0.6388791751171077,0.05665170465937741
377,92,91,71,0.43498109016681186,0.48949596275376306,0.07552294707942504
378,90,88,67,0.49196369168807336,0.43438840782815613,0.07364790048377048
379,82,81,61,0.6508770591795454,0.2856562925594894,0.06346664826096522
380,76,69,51,0.8142196249702979,0.13800963042345246,0.04777074460624959
381,69,51,39,0.8533633699529721,0.09107265074880556,0.055563979298222266
382,69,50,36,0.8564678099606413,0.0876406673877927,0.055891522651566106
383,66,46,35,0.8428169234662131,0.09274705960337593,0.06443601693041104
384,62,82,55,0.8237187850296392,0.14254814410711666,0.03373307086324408
385,62,87,58,0.7706972049492071,0.19046813299109527,0.03883466205969756
386,58,87,57,0.7913687239813,0.17217310229353008,0.036458173725170025
387,60,85,53,0.8339895479642789,0.135987165905573,0.030023286130147972
388,54,86,49,0.8692518359534647,0.10641771241782007,0.024330451628715194
389,55,82,41,0.9416038769807538,0.04633300472449388,0.01206311829475234
390,52,82,32,0.9732639572759849,0.02087647599932035,0.005859566724694766
391,43,82,25,0.944405186559502,0.04237538268646941,0.013219430754028469
392,52,81,25,0.9824624406845778,0.01345395085817214,0.004083608457250143
393,51,85,24,0.9690996770920001,0.02414962958511059,0.006750693322889264
394,50,84,24,0.9687543478999676,0.024257231058237363,0.006988421041795
395,51,80,22,0.9780877783509514,0.01659573354280027,0.005316488106248244
396,45,74,20,0.9538815917743886,0.0334022284188081,0.012716179806803306
397,47,64,20,0.9412386057604178,0.039961220062487285,0.018800174177094925
398,41,55,22,0.891141559018943,0.07001995935852996,0.03883848162252693
399,45,70,28,0.9526894319437843,0.033959174571839404,0.013351393484376273
