,x0,x1,x2,k0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11
27,139,161,156,3.210736145730282e-35,1.1164703796155807e-34,5.004003202562051e-35,2.1409679083310153e-35,2.4838447264433207e-34,5.771006463527241e-35,999999999999999.9,4.039340561848685e-35,4.722327162825842e-35,7.807372693422074e-34,2.4027487445637808e-35,2.390057361376674e-34
28,55,77,72,0.01659250277320659,0.003110482273880683,0.01272453188032537,0.030838995035429556,0.005323497532850296,0.8122492850274364,0.007367340453763594,0.009859978036938315,0.038601946219125695,0.004745576318456026,0.0347254203351743,0.02386044411341307
29,114,136,131,0.013955307858640919,0.016831785536344256,0.021311669599023253,0.00945473856008214,0.03967837437035779,0.03621317790765723,0.15070476118050632,0.015990828946113582,0.024252976329366523,0.0451740846569856,0.01080827062474944,0.615624024430173
30,105,125,120,0.0006985972390174507,0.0005553414438562854,0.0010505779103639255,0.000493258317178887,0.0012224707163785774,0.0023847525974981295,0.0031584610176042466,0.0007411109647441386,0.001373307644313308,0.0012582192324382213,0.0005712450848806021,0.9864926578317263
31,36,56,51,0.041262066738995726,0.0065637857626960824,0.02661220413567213,0.33423892820054085,0.010427799555605698,0.18149501144871708,0.013398587605341766,0.0217133989139553,0.07212534573971596,0.00933541322520274,0.2503343664776069,0.03249309219594987
32,18,36,29,0.0023189108724652368,0.00039411909410770396,0.0014824889210213821,0.9590250148750911,0.0005911627790134733,0.004797255667440616,0.0007265937186141871,0.0012377715915335757,0.0032605005875911783,0.0005343360913882847,0.024147790526579654,0.0014840552751532122
33,103,124,116,0.0002979843648278013,0.00022046901564270956,0.00046202026225499804,0.000218474160334958,0.00047497596429823386,0.0011256056242078412,0.0011657209946368194,0.00030767250005362236,0.0006260924369885447,0.00048671625143902156,0.0002542600001087263,0.9943600084252067
34,128,150,145,0.009208607211387224,0.01996557997094043,0.014393481893851534,0.006137261199740855,0.04839561769250819,0.018808618588391557,0.6567472193054078,0.011257556184149035,0.014428326611866061,0.07926708161639613,0.006940702241989723,0.11444994748337158
35,122,144,145,0.01436581256544445,0.02627233744759389,0.020521626366562587,0.009213285964538106,0.06724382293168653,0.029855141603272205,0.4778103993073049,0.017638765859233456,0.02156022652609942,0.08698344009030345,0.010383953149975316,0.2181511881879857
36,81,133,139,0.03335717282977117,0.027831268051404564,0.026475924453070045,0.018918213988642112,0.07621360865132135,0.0807366175538127,0.11116069340460712,0.038552589414607534,0.036072551498298966,0.04939086700149513,0.020100252532245573,0.48119024062072385
37,58,132,148,0.0645246912403276,0.04280732650724367,0.03298501681892092,0.03141575673522409,0.11762146320605484,0.11829009968570156,0.10865704576005106,0.07610572435425011,0.046908378839166265,0.05945862882525991,0.03135444299634914,0.26987142503145084
38,64,112,117,0.05397362226394671,0.01930486355560714,0.033626398016425266,0.0335560460402514,0.04165545896428729,0.25816550930666665,0.05676017639412308,0.04841849673073404,0.058881821583689355,0.03083478723779676,0.035005775454437546,0.32981704445203475
39,145,167,159,0.0020145038990065883,0.008512118985938184,0.0032225178566052705,0.0013662309699452784,0.016793634974282476,0.0035040319362111957,0.8517393184205215,0.0025362689358221953,0.0029598388945069392,0.09299863253087484,0.0015317011853839132,0.012821201410901732
40,20,42,37,0.012371933683427035,0.001989786416838895,0.007373895797901185,0.8041387825906416,0.003034617022456698,0.0286222012663801,0.0037371972418287418,0.006457445493592175,0.016899132562491797,0.0027132003951465763,0.1047278037101652,0.00793400381913
41,22,44,39,0.016445372656003873,0.002625951148921597,0.009833104465582155,0.7381429335302286,0.004026329384202449,0.04056277457812921,0.004981081457070289,0.008563370429245966,0.02300731888398443,0.003598037051237153,0.1374718227133774,0.010741903702016777
42,27,49,44,0.028024878735470358,0.004420677434743808,0.016969496916725498,0.5571807443991018,0.006873356337941612,0.08331115152943835,0.00860740213505677,0.014561390118354632,0.04187096136846642,0.0061349834084537935,0.21268139011586107,0.01936356750038596
43,107,129,124,0.004464609304563527,0.004059420533409888,0.006621724796931585,0.0030863482777242204,0.00921198756065053,0.01373597457875891,0.025969576937966067,0.004876780371320263,0.008262069216386883,0.009588792310868764,0.0035483939133314833,0.9065743221980879
44,181,203,198,0.011647731932093217,0.15895175626541547,0.01697570734749499,0.00808474742089761,0.092788540166355,0.01614342139882915,0.12742687049733392,0.0149513616360024,0.014781740435596036,0.49367231734355893,0.008866051337407687,0.035709754219015635
45,131,151,146,0.0071874930250198105,0.016516931565564663,0.011491198355982014,0.004810507265017986,0.038988900553527224,0.014413974662482537,0.7281241140108601,0.008814294824539456,0.011312662788304324,0.07116362155050691,0.0054480845194248536,0.08172821687877005
46,31,51,46,0.03234908070731453,0.005123745763338873,0.020309418847385033,0.46982929983397165,0.008017799666756363,0.10914486243882458,0.010152444264329657,0.016883702684653626,0.05207483711326069,0.007181819474613671,0.24552074247870456,0.023412246726846633
47,25,45,40,0.01862783549417471,0.0029776427181665162,0.011447530135175951,0.686613522091276,0.0045809178305521794,0.04907352065699457,0.005710570059413722,0.009714694111557516,0.027457521678443706,0.004107273236162869,0.1672028099274269,0.012486162060655424
48,51,72,64,0.032894663389155525,0.005991814586823546,0.02578114609874347,0.087964147853161,0.009990040923162129,0.5771080102982348,0.013609120057179975,0.018888171828741196,0.08022830634246166,0.008990258723895273,0.0986109483062149,0.039943371592226676
49,136,157,149,0.0022784589928629313,0.006370789629961171,0.003731712503633797,0.0015465396789407075,0.014335339127401134,0.0043786664586961425,0.9037804255422281,0.002810489373892126,0.003557812080547127,0.03460115346540174,0.0017478048213805013,0.020860808325054544
50,56,78,69,0.01720931798250452,0.003401520797984578,0.01460318129588963,0.03489883869682181,0.005788424069256653,0.7881050216261166,0.008085211024318152,0.010372955632529678,0.04586632998568151,0.005217072300150305,0.04043931577697271,0.026012810811773857
51,103,187,213,0.004874353048682013,0.09997064408937306,0.0040213350571239445,0.002727462213012648,0.7823424122877071,0.005968282579476478,0.03394296392116358,0.006934597043200767,0.004234658286515688,0.03865677973469599,0.002820207750603059,0.013506303988445625
52,91,175,203,0.0031850154421815442,0.02500594687606724,0.0023737816368485567,0.0016914666532679657,0.9080364670454519,0.0039451651749048055,0.020117912793584432,0.004598838827529175,0.002608277617493711,0.01729546277278401,0.0017367955733690666,0.009404869586517333
53,75,159,186,0.027474497171868888,0.07449475216847234,0.017419488310274147,0.013618233266801677,0.4709373105971694,0.03560784819760359,0.12004117784376117,0.03941668397899335,0.02063414085598206,0.0770154958673051,0.01381085366020401,0.08952951808156413
54,48,123,148,0.08703557649215597,0.0405567357327274,0.03415010717897576,0.03778473369620078,0.10212653052708721,0.14120768137678816,0.09077739696640391,0.09951515514530081,0.05075218110138373,0.05304375076857889,0.03665016658022469,0.22639998443417275
55,67,135,151,0.0532576379784992,0.04402889486616208,0.03099760887061744,0.026464204885171486,0.13116871172628589,0.09764431377068258,0.12538624964571762,0.06547610881809018,0.04236654298473033,0.06449859534773555,0.026936485331278678,0.291774645775029
56,21,44,39,0.01663671095076189,0.0026519024109703665,0.009828101495808624,0.7420922834753572,0.004064758276980543,0.04041293861269101,0.005015658402223963,0.008654413819658521,0.0228397710395429,0.003626097311646636,0.1333913221691269,0.010786042035231395
57,22,45,40,0.018820093898122843,0.002990084304284361,0.011136808286754549,0.7078792309684148,0.004595621749453558,0.04727838650068449,0.005683746816823257,0.009780712346932985,0.026149099661171793,0.004098538297403925,0.149266367729522,0.01232130944043147
58,17,39,34,0.007992901297933792,0.0013021849203079193,0.004749338170834894,0.8759345532130147,0.0019705236449611453,0.016959356908709096,0.002411045365414435,0.004192219288580857,0.010558846376665878,0.0017632216620597347,0.06716032292980995,0.005005486221707519
59,109,131,126,0.007394025047149823,0.007281831964687152,0.011074815021449901,0.005076609297391714,0.016717714902475596,0.02157041791512391,0.050714449231558,0.008197521788519619,0.013429679572891975,0.017782915151730756,0.005827014465517959,0.8349330056415035
60,126,148,143,0.011565447084541354,0.023028650177588268,0.018057493613935282,0.007715145143012648,0.05597526987450394,0.024293523994425907,0.5705384422122868,0.014039189767171384,0.018360075544375076,0.0850901099729147,0.008738007195554292,0.16259864541969046
61,148,168,163,0.0033937544947645454,0.015987301843441007,0.005333258974344242,0.0022809579116868013,0.02987344829713298,0.005711104489452761,0.6701135619663485,0.004312191973946152,0.0048643630152064715,0.2358327952909426,0.00255235185105065,0.01974490989168335
62,75,95,90,0.022030413301998383,0.00626946712033856,0.02350665337422339,0.022143476328456195,0.011641522137264538,0.6838796132826389,0.018367784741507482,0.016473961220175273,0.05881364674230695,0.010602948869864582,0.026247304135805845,0.10002320874541998
63,20,40,35,0.008328419514054709,0.0013543580531963917,0.005066446530645928,0.8618763076094216,0.0020560752182356874,0.018657131375694445,0.002533398199599972,0.004367066773875266,0.011518411092121561,0.0018453429254036502,0.07707172127816632,0.005325321429584435
64,104,125,117,0.00035111960065052405,0.00026978246743346123,0.0005476412571506363,0.00025596990783248707,0.0005845069924557855,0.0012815983140458545,0.001474377080730634,0.0003657256194995205,0.0007290717103392736,0.0006039140558193963,0.0002975996085050299,0.9932386933855373
65,100,121,113,0.0022962316492374625,0.0015190004020370494,0.0034897054095553463,0.0017160387859110413,0.0032168722113191613,0.009699410293899969,0.007326274898048388,0.002306120303555288,0.005002965958134169,0.0032245740237867027,0.0020031680829235014,0.958199637981592
66,131,202,215,0.007012834388220216,0.5625021177711156,0.007185319693961676,0.004319046016380587,0.18597281881621616,0.008966212330354386,0.06268799581448307,0.009556558757373632,0.007051691121582688,0.12025429969250548,0.004556368703168084,0.01993473689463847
67,116,201,233,0.004436424703819595,0.7782627796193906,0.0038537018557115213,0.002575493857611709,0.11948656743520926,0.005167733178594656,0.02544361456038278,0.00625131662200727,0.003914028600045139,0.0374150454715303,0.0026673342370072766,0.010525959858690032
68,125,209,237,0.0007547480863553896,0.9681458984730034,0.0006941765858496153,0.0004527992699004066,0.01389069226971035,0.0008854553150148606,0.0042869483737321395,0.0010459283856240182,0.0006914580560440556,0.006918670341077132,0.0004708710841320207,0.0017623537595565957
69,127,211,239,0.0006550048407709711,0.9736254439251962,0.0006073333768004463,0.00039529831668445924,0.010940280248208674,0.0007665582498996993,0.003638839870209912,0.0009050770780043073,0.0006026486767552873,0.005941501679284488,0.0004112319567858202,0.0015107817813993767
70,120,211,240,0.0023190040906486613,0.9078160183214091,0.00207059778639957,0.001384608460500326,0.04107719314302367,0.0026861521333636537,0.012114364643005889,0.0032176016358968517,0.0020791982514094497,0.018559692351577544,0.0014332532529012598,0.00524231592986383
71,72,151,184,0.036289238627066754,0.07439311633945864,0.021055104381689747,0.017032247532080807,0.38333726427827536,0.045990487948912175,0.13055888938856453,0.05300035980696162,0.02554506072920715,0.08061382465970038,0.017204417341559756,0.1149799889665231
72,23,58,61,0.0651418642124975,0.008863717144994898,0.02870517178948948,0.3171258893058671,0.014278523353990581,0.21429637913625565,0.017420890295452636,0.0321316313412864,0.06867491778371786,0.012173889115380108,0.1796376627848325,0.041549463736235234
73,28,51,47,0.034240535683661484,0.005304426061278068,0.020191993763202905,0.4887628959490527,0.008305785810039733,0.10896693810078896,0.010415824891458808,0.01769017163847438,0.050482680268322776,0.007382137707153517,0.22440075680103125,0.023855853325535494
74,77,100,96,0.0310716914280672,0.009860383749664354,0.032542465789993785,0.02767747869313925,0.018888830273372664,0.5020768909549262,0.030443892089250794,0.02463045760921967,0.07236662873674368,0.016987983873481417,0.03220637248213805,0.20124692432000296
75,131,153,148,0.005536256413897756,0.013647068059843592,0.008658472292218127,0.003687095014683127,0.03273568211601614,0.010875520560813772,0.7857563605187952,0.006832323392216311,0.008513838669278139,0.061212243236991835,0.004160766188245914,0.05838437353700025
76,27,49,44,0.028024878735470358,0.004420677434743808,0.016969496916725498,0.5571807443991018,0.006873356337941612,0.08331115152943835,0.00860740213505677,0.014561390118354632,0.04187096136846642,0.0061349834084537935,0.21268139011586107,0.01936356750038596
77,62,82,77,0.0019265903357227568,0.0004017928689575484,0.0016673398981194197,0.0028550522351210787,0.0007022825103471097,0.9774999539553799,0.0010087718823068939,0.001219961554974034,0.005053741258544823,0.0006316681123514703,0.0033500178797172117,0.003682827508457709
78,159,179,175,0.0002265647506009675,0.0016877852522195905,0.00034607382476050877,0.00015311005153411053,0.0022139966594387443,0.00035047052290718736,0.008746258385951989,0.00029114805355441115,0.000308016824588851,0.9845098284949851,0.0001700356629413709,0.000996711516516953
79,67,87,83,0.0028610702339163315,0.0006597334173730754,0.002622699135224328,0.003464843381428832,0.0011824516034629226,0.9656054712686258,0.0017513639794102288,0.0019281844543996738,0.00744550881860945,0.0010639610064658587,0.004078438489191691,0.007336274211891579
80,156,177,169,0.0019398304987531371,0.012239587257062054,0.0030658820695065826,0.0013256286792480703,0.018018721265212503,0.0031158493094346276,0.10924673895292224,0.002468031264871168,0.002731359745513917,0.8350021324127008,0.00147773366699605,0.009368504877778823
81,42,62,57,0.045788343222654994,0.0074511037277371255,0.030884043678771015,0.21361761135519808,0.012069380385927985,0.30614143096921836,0.01581834493891484,0.024599227990052826,0.08902153346709181,0.010802422767021425,0.2026969986850082,0.041109558812403336
82,125,200,221,0.005536673412060119,0.6635866337534653,0.005297519993324066,0.0033155765329991893,0.16993858468740783,0.00683903379489972,0.04252815528804183,0.007665490398730342,0.005279810679067833,0.07169289145959691,0.0034740008897532963,0.014845629110653543
83,118,192,222,0.007124081837666164,0.47179126902119,0.006340128487916014,0.004093467010187834,0.3349839344145085,0.008581998506970093,0.05162613134498612,0.010090436339132364,0.006442916127366383,0.07584537807662356,0.004268509416642927,0.0188117494168099
84,101,182,209,0.002000327977284305,0.029232831114061383,0.0016194499178199078,0.0011014471775105765,0.922550127468857,0.002470465136146162,0.014470167970430884,0.0028631574010348874,0.0017222721348243463,0.015057767111178432,0.0011391692822340055,0.005772817308618268
85,140,224,250,0.006739494454308697,0.7806416311382379,0.006578571794966377,0.004225697671204342,0.07052991524420028,0.007821636367562794,0.03307368493702369,0.009127625159096485,0.006387681496448669,0.0558589013681779,0.004407254964084926,0.014607905404688051
86,129,217,243,0.002272282766328077,0.9168785285006058,0.0021304686589570976,0.0013915753954206892,0.03169621349312044,0.0026497233007728637,0.011856684115600853,0.0031134253238108696,0.002104016683950585,0.019363978036671416,0.0014465738338008075,0.005096529890960225
87,117,185,230,0.008159704135914868,0.4741823464320016,0.006794695913669955,0.004497158630562514,0.3327100312071744,0.00932716671953294,0.05054022896863196,0.011892315095099887,0.006957264880770399,0.07034754998144636,0.004672885325415946,0.019918652709779217
88,80,118,120,0.027539534845146308,0.013953738797414822,0.024072331327545323,0.01766512597706218,0.03136997265922517,0.11428294839114699,0.05136351046013216,0.027237128436773214,0.03826564204057069,0.024995296982460044,0.01933609569392851,0.6099186743885946
89,49,72,68,0.0338804541355251,0.00582163519833678,0.023325948857835163,0.07938195100228573,0.009788817939585902,0.6146777053637389,0.013165198907222515,0.019119140608006478,0.06908168514686315,0.0086716228204359,0.08405990113652421,0.03902593888364015
90,155,178,172,0.0012732111411430974,0.008782966221013579,0.0019457171183174958,0.000861065364613052,0.012796773725516594,0.0020108355392925823,0.06420866490447738,0.0016308726524709165,0.001746685025929237,0.8978375414711464,0.0009564313718244205,0.005949235464255219
91,40,62,57,0.046992942588025374,0.007563798979447152,0.030562177616551008,0.22588139517297837,0.012245696470520775,0.2952418053177967,0.015935406082350216,0.025089288715272766,0.08620952070641096,0.010907346241058083,0.20230947540558875,0.04106114670399995
92,27,49,44,0.028024878735470358,0.004420677434743808,0.016969496916725498,0.5571807443991018,0.006873356337941612,0.08331115152943835,0.00860740213505677,0.014561390118354632,0.04187096136846642,0.0061349834084537935,0.21268139011586107,0.01936356750038596
93,25,46,40,0.019497059893917538,0.003140746189615651,0.012076704102202029,0.6719647964808003,0.004836636744130745,0.05243644074693239,0.006033025481002758,0.010198356378479264,0.029046517656806995,0.004335330986606411,0.17320720116479474,0.01322718417471108
94,53,73,68,0.027459294102770267,0.004944578341648222,0.02087550867085036,0.06151274007384039,0.008332016346919765,0.6733965632071215,0.01141749110838853,0.0158629050492525,0.06460877015933807,0.00746698846551,0.06928609560444528,0.03483704886991509
95,139,160,155,6.460441922012181e-05,0.00021635553233075172,0.00010170359190293412,4.3156074518399384e-05,0.00048005495389301557,0.00011709114345596822,0.9967969042406573,8.108616728095293e-05,9.594733893932591e-05,0.001460389293818049,4.850947291727655e-05,0.0004941977710662655
96,137,157,152,0.0011551759947920623,0.0034238580652074437,0.0018407688196944193,0.0007728008925108047,0.0077499624072877,0.0021567806342342333,0.9492231213557555,0.0014399829305130124,0.001752411916349087,0.01976029657291111,0.0008713131994392308,0.00985352721130542
97,113,138,132,0.014742569737057206,0.018502248841317563,0.022002318410347534,0.009962354638111464,0.04443559068783792,0.037708453604056245,0.16965628227361185,0.01696864316258742,0.02502756885026942,0.04970020212640835,0.01133630369660474,0.5799574639717903
98,114,195,222,0.007342774835104229,0.4612117747290625,0.006450333400039371,0.004238434195576175,0.35001292852761284,0.0088539683214021,0.05030040826555063,0.010349937317940991,0.006594748991127439,0.07109190585300788,0.0044042460483048095,0.01914853951527103
99,124,202,231,0.002178673199012097,0.8912583265661395,0.0019980380384375046,0.0012882661586786869,0.05286194539559354,0.002584763888525045,0.013801080961556305,0.003044021637661637,0.0019980380384375046,0.022300529067754826,0.0013428416113886376,0.00534347543681459
100,129,212,240,0.0006992984509354836,0.9724699570382475,0.0006540706078364659,0.00042383482361740333,0.011018245996859249,0.0008181382269444088,0.0038642923223053266,0.0009644016213876185,0.0006467554108913508,0.00639400533800406,0.00044128063702550364,0.0016057195259457896
101,141,218,248,0.00475511179233571,0.8372375140938348,0.0046317617206463,0.0029463522151622046,0.05360750886445427,0.005514697701088366,0.024472794773704173,0.006490453112750004,0.004495535570486662,0.042292297882252625,0.00307887276787738,0.010477099505407277
102,101,166,191,0.007378137016066524,0.04245359529237372,0.006045826334307251,0.003956687128340756,0.7546492079565302,0.009910205736812408,0.0747716562013545,0.010542404669977247,0.0065867125042982505,0.051521554181440485,0.00413683366821615,0.02804717931028251
103,61,106,143,0.09127370360569466,0.02986734707002182,0.033565577156456645,0.03511980412137795,0.07075774416542158,0.16229192289830027,0.07721023363581567,0.10159042177415596,0.052434237130222335,0.04314707005477216,0.03524509459646237,0.26749684379129857
104,105,134,138,0.017227551153468374,0.01954998948824373,0.020367448323735375,0.010619624130942085,0.05091085057961725,0.041511288953077326,0.14148415324930705,0.02036761336116163,0.02454555050088112,0.04625066645698477,0.011853845654544464,0.5953114181480368
105,176,198,193,0.008827251168352951,0.11251585088894052,0.012983592480706152,0.006090877122503949,0.07556042188095762,0.01247925683418487,0.11639710044974913,0.011348115007427004,0.011340123153768707,0.5969282658812732,0.006694903528473473,0.028834241603662446
106,79,101,96,0.03133504532570403,0.010391373809133598,0.03488198823343355,0.028000057347108035,0.019928870385890453,0.46073292791660153,0.032763230429625,0.02518293326868271,0.07665573844019713,0.018127918681193726,0.03282706082567492,0.22917285533675524
107,14,36,31,0.006521029309453234,0.0010785179897615578,0.0038700181808796444,0.9019257118268891,0.0016198038100651325,0.012818931525420992,0.001969808293922292,0.00344171191340887,0.008355331081133599,0.0014506076935106502,0.05294424528532534,0.0040042830902297325
108,24,46,41,0.021001075475069873,0.003333541441527864,0.012610065520152529,0.6655492931549851,0.005139356156606805,0.05554453361594251,0.006388146361425223,0.010918711348922874,0.030133124110039915,0.004590420713481681,0.17078821218972082,0.014003519912124741
109,30,46,42,0.02293779502950678,0.00365096884711736,0.014661407533961219,0.5838600879267631,0.005646871699517584,0.06699981153778131,0.007128687102361177,0.011973768394793204,0.03669511428994399,0.005091399771381007,0.2254084945843697,0.015945593282503553
110,38,58,53,0.043688619205834514,0.006986670707620856,0.028556047342806205,0.2899793878915027,0.011169901326371936,0.21785124739535924,0.0144429850830559,0.02311734835194879,0.0790702471379218,0.009998403868783432,0.23933763097285513,0.03580151071593951
111,130,147,143,0.010613085226877155,0.021430737667781367,0.017331367462900225,0.007119291799769031,0.04989496359832784,0.02205374949311007,0.6083076822068166,0.012892620247673323,0.017230104551266362,0.08444854563339928,0.008105196016617577,0.14057265609546118
112,39,60,52,0.04223453849628306,0.007026976347805611,0.029269984947882115,0.27542076733520426,0.011243222006918817,0.22851232077447323,0.014624140204962739,0.022711568001185137,0.08233743995958054,0.010102098318597862,0.23999838980811075,0.03651855379899599
113,106,128,123,0.003146175273939741,0.0027494595676280913,0.004641186277265371,0.002183170119244529,0.006202240283647467,0.0099559177056392,0.01690403290884011,0.0034099424290455933,0.005878177276549298,0.006392613609005198,0.0025120758512181887,0.9360250086979772
114,94,176,201,0.0020918261390430308,0.017329842407380405,0.0016201024899068102,0.0011286565559710327,0.9352607846235067,0.002646852533336424,0.014787082819572818,0.002994549995397003,0.001767207488011903,0.01274509304854346,0.0011636620840452436,0.006464339815285185
115,99,182,210,0.0023393324283416676,0.03312684121708677,0.0018588199872167515,0.001280649132130478,0.9128982053414966,0.0028634783537907025,0.015946403057573597,0.0033575533301960126,0.001985240474078718,0.016413446469234913,0.0013213586967402017,0.006608671512113731
116,115,200,237,0.004631393285146868,0.7843419984645525,0.0039297638315773445,0.0026597812122546526,0.1145814089450787,0.005293337067040133,0.02480861994760389,0.006572104943904841,0.004002404343650626,0.03581494930671417,0.0027487878515293444,0.01061545080094665
